uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
2858,3570,428/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,106p.,",","Pandit, Usha",Empowering english : grade 3,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empoweirng english,2011,"""English Language Learning"", ""Grade 3"", ""Holistic Development"", ""Language Skills"", ""Curriculum Guide"", ""English Curriculum"", ""Children's Education"", ""Language Education"", ""Primary Education"", ""Educational Series"""
2859,3571,428/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,106p.,",","Pandit, Usha",Empowering english : grade 3,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empoweirng english,2011,"""English Learning"", ""Grade 3"", ""Children's Education"", ""Holistic Development"", ""English Curriculum"", ""Primary Education"", ""Language Mastery"", ""Educational Series"", ""Language Skills"""
2860,3572,428/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,139p.,",","Pandit, Usha",Empowering english : grade 4,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empoweirng english,2011,"""English Language Learning, Grade 4, Child Education, Language Development, Holistic Learning, English Curriculum, Primary School Resources, Language Skills, English Textbook, Empowering English Series"""
2861,3573,428/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,123p.,",","Pandit, Usha",Empowering english : grade 5,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empowering english,2011,"""Education, English Language, Curriculum Development, Children's Learning, Grade 5, Language Acquisition, Holistic Development, English Tutoring, Teaching Resources, Academic, English Grammar"""
2862,3574,428/PAN,Teachers resources - Secondary section,BKS,,Mindspring publishing,141p.,",","Pandit, Usha",Empowering english : grade 6,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empoweirng english,2011,"""English Language Learning"", ""Grade 6"", ""Education"", ""Children's Books"", ""Language Skills Development"", ""Holistic Learning"", ""Curriculum Guide"", ""Language Teaching"", ""K-8 Education"""
2863,3575,428/PAN,Teachers resources - Secondary section,BKS,,Mindspring publishing,169p.,",","Pandit, Usha",Empowering english : grade 7,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empoweirng english,2011,"""English Language Learning, Grade 7, Curriculum, Holistic Development, English Series, Language Skills, Language Education, Children's Education"""
2864,3576,428/PAN,Teachers resources - Secondary section,BKS,,Mindspring publishing,169p.,",","Pandit, Usha",Empowering english : grade 8,Empowering english is a series that offers a spuperior curriculum to cater to the holistic development of the english language for children from grades 1 to 8,,Empowering english,2010,"""English Language Learning, Grade 8, Holistic Development, Curriculum Guide, Child Education, Language Course, Educational Material, Learning English, Empowerment Through Education, Teaching Resources"""
2865,3577,425/PAN,Teachers resources - Primary section,BKS,9788195487011,Mindspring publishing,109p.,",","Pandit, Usha",Language with ease : Grade 1,,,,2015,"""Education, Language Learning, Elementary Education, Grade 1, Early Childhood Development, Literacy, Reading Skills, Language Skills, Teaching Guides"""
2866,3578,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,109p.,",","Pandit, Usha",Language with ease : Grade 1,,,,2015,"""Education, Language Learning, Grade 1, Children's Books, Learning Tools, Beginner Language Learning, Primary Education, English Language, Language Skills, School Resources, Teaching Aids"""
2867,3579,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,109p.,",","Pandit, Usha",Language with ease : Grade 2,"This book offers a complete language solution for students who are unfamiliar with, or non fluent in English to master the language by simulating the advantages of native speakers.",,,2015,"""English Language Learning, Grade 2, Language Skills Development, Non-Native English Speakers, Language Mastery, Education, ESL (English as a Second Language), Primary Education, Learning Resources, Language Teaching Methodology, English Fluency Training"""
2868,358,823.914/CHI,Primary section,BKS,,Puffin Books,14p.,London,"Child, Lauren",My wobbly tooth must not ever never fall out,Lola has got her first ever wobbly tooth and is determined to hang on to it. She really does not want it to fall out. That is until she finds out about the tooth fairy - and the tooth fairy means money to buy new animals for her farm. Suddenly the race is on to wobble that tooth out of her mouth and under her pillow,,,2007,"""Children's Literature, Tooth Fairy, Growing Up, First Experiences, Childhood Adventures, Dental Health, Fictional Story, Humor, Imagination, Life Lessons, Family Life"""
2869,3580,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,109p.,",","Pandit, Usha",Language with ease : Grade 2,,,,2015,"""Education, Language Learning, Grade 2, Primary Education, Language Teaching, English Language, Instructional Material, Educational Resource"""
2870,3581,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing house,106p.,",","Pandit, Usha",Language with ease : Grade 3,This book offers a complete language solution for children who are unfamiliar with or non fluent in English to master the language by simulating the advantage of native speakers.,,,2015,"""English Learning"", ""Grade 3"", ""Child Education"", ""Language Education"", ""Non-native Speakers"", ""Teaching Resources"", ""English Fluency"", ""Student Language Learning"", ""Elementary Education"", ""English Teaching Materials"""
2871,3582,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing house,106p.,",","Pandit, Usha",Language with ease : Grade 3,This book offers a complete language solution for children who are unfamiliar with or non fluent in English to master the language by simulating the advantage of native speakers.,,,2015,"""Language Learning, English Language, Grade 3, Language Teaching, Language Skills, Kids' Education, Non-Native Speakers, English as Second Language, Learner Engagement, Fluent English"""
2872,3583,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing,130p.,",","Pandit, Usha",Language with ease : grade 4,"This book offers a complete language solution for students who are unfamiliar with, or non-fluent in English to master the language by simulating the advantages of native speakers.",,,2016,"""Grade 4"", ""Language Learning"", ""English Language"", ""Language Mastery"", ""Education"", ""Teaching Resources"", ""Student Guide"", ""English as a Second Language"", ""Language Skills Development"""
2873,3584,425/PAN,Teachers resources - Secondary section,BKS,,Mindspring publishing,137p.,",","Pandit, Usha",Language with ease : grade 5,"This book offers a complete language solution for children who are unfamiliar with, or non fluent in English to master the language by simulating the advantages of native speakers.",,,2015,"""Grade 5"", ""Language Learning"", ""English Language"", ""ESL"", ""Language Skills"", ""Children's Book"", ""Education"", ""Teaching Resource"", ""Non-native Speakers"", ""Language Acquisition"", ""Elementary Education"""
2874,3585,425/PAN,Teachers resources - Secondary section,BKS,9788195487097,Mindspring publishing house,135p.,",","Pandit, Usha",Language with ease : Grade 6,"This book offers complete solution for children who are unfamiliar with, or non fluent in English to master the language by simulating the advantages of native speakers.",,,2015,"""English Language Learning"", ""Grade 6"", ""Child Education"", ""Language Skills"", ""Non-Native English Speakers"", ""English as Second Language"", ""Teaching Resources"", ""Language Development"", ""Educational Materials"", ""English Tutoring"", ""Academic Support"""
2875,3586,425/PAN,Teachers resources - Secondary section,BKS,,Mindspring publishing house,142p.,",","Pandit, Usha",Language with ease : Grade 7,"This book offers complete solution for children who are unfamiliar with, or non fluent in English to master the language by simulating the advantages of native speakers.",,,2015,"""Language Learning, English Language, Grade 7, Children's Education, English Fluency, Educational Material, English Tutoring, School Resources, Learning Aids, Non-Native Speakers, Language Improvement, English Grammar and Vocabulary"""
2876,3587,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing house,96p.,",","Pandit, Usha",Grammar with ease : an easy to follow junior grammar digest for grades 1 - 5,,,,2013,"""Education, Grammar, Learning, English language, Grade 1-5, Language Arts, Elementary Education, Teaching Resources, Instructional Book, Kids, Learning materials"""
2877,3588,425/PAN,Teachers resources - Primary section,BKS,,Mindspring publishing house,96p.,",","Pandit, Usha",Grammar with ease : an easy to follow junior grammar digest for grades 1 - 5,,,,2013,"""Education, Grammar, Elementary Education, English Language, Teaching Resources, Language Arts, Learning Material, Academic Resources, Early Learning, Kids Education"""
2878,3589,428.8/PAN,Teachers resources - Secondary section,BKS,9789354063367,Mindspring publishing,351p.,",","Pandit, Usha",Writing with ease,"This book provides word list, synonyms, vocabulary, grammar and punctuation rules, quotes and emulate.",,,2014,"""Writing Guides"", ""Grammar"", ""Vocabulary"", ""Punctuation Rules"", ""Synonyms"", ""Quotes"", ""Language Learning"", ""English Language"", ""Writing Improvement"", ""Writing Skills"", ""Writing Techniques"", ""Word List"", ""Educational"""
2879,359,823/CHA,Secondary section,BKS,9780618934829,Houghton Miffin harcourt,152p.,Boston,"Harper, Charise Mericel",Still just grace,When a struggle student teacher assigns a group projects third grader just grace gets so involved in working with Grace W. and Grace F. that she fails to understand why she and her best friend Mimi are drifting apart.,,,2007,"""Children's Literature, Friendship Dynamics, Grade School Adventures, School Life, Group Projects, Female Protagonist, Childhood, Social Issues, Personal Growth, Misunderstandings in Friendships"""
2880,3590,428.8/PAN,Teachers resources - Higher Secondary section,BKS,9789354063367,Mindspring publishing,351p.,",","Pandit, Usha",Writing with ease,"This book provides word list, synonyms, vocabulary, grammar and punctuation rules, quotes and emulate.",,,2014,"""Writing Guides"", ""Grammar Instructions"", ""Punctuation"", ""Vocabulary Enhancement"", ""Educational"", ""Language Arts"", ""Synonyms and Antonyms"", ""Quotes"", ""Writing Skills"", ""Writing Techniques"", ""Language Learning"", ""Reference"""
2881,3591,158.1/DUC,Reference section,BKS,9781785040207,Vermilion,440p.,London,"Duckworth, Angela",Grit: why passion and resilience are the secrets to success,Psychologist Angela Duckworth takes us on an eye-opening journey to discover the true qualities that lead to outstanding achievement.,,,2017,"""Psychology, Angela Duckworth, Passion, Resilience, Success, Achievement, Personal Development, Self-Help, Motivation, Mental Strength, Personal Growth, Inspiration, Non-fiction, Professional Development, Performance Improvement"""
2882,3592,359.0092/GOG,Higher Secondary section,BKS,9781544512273,Lioncrest,363p.,",","Goggins, Dvaid",Can't hurt me: master your mind and defy the odds,"In can't hurt me, author shares his astonishing lifestory and reveals  that most of  us tap into only 40% of our capabilities. Goggins calls this ""The 40% Rule"" and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential.",,,2018,"""Self-help, Motivation, Personal Development, Inspirational, Overcoming Obstacles, Mental Strength, Self-Discovery, Potential Maximization, Fear Conquering, Success Story, Autobiographical, Mind Mastery, Non-Fiction, Lifestyle"""
2883,3593,823.92/DON,Primary section,BKS,9780142405802,Macmillan children's books,8p.,London,"Donaldson, Julia",The Snail and the whale,Magnet fun with The Snail and the Whale!,,,2012,"""Children's Book, Magnet Activity, Animal Characters, Ocean Adventure, Friendship, Storytelling, Snails, Whales, Interactive Book, Educational"""
2884,3594,823.92/DON,Primary section,BKS,9781407170756,Alison Green Books,32p.,London,"Donaldson, Julia",Tiddler,The smallest fish can tell the tallest tales.....,,,2010,"""Children's Literature"", ""Fantasy"", ""Aquatic Animals"", ""Tales and Stories"", ""Animal Characters"", ""Fiction"", ""Sea Creatures"", ""Storytelling"", ""Fish Stories"", ""Adventure"", ""Imagination"""
2885,3595,823.92/DON,Primary section,BKS,9781405020480,Macmillan Children's Book ,32p. , London ,"Donaldson, Julia",Sharing a shell,"Join Crab, Blob and Brush in the rock pool for a sparkly story of sea, shells and friendship.",,,2004,"""Children's Books, Friendship, Sea Life, Marine Animals, Adventure, Nature, Illustrated Books, Storybook, Educational, Emotional Skills, Teamwork, Rhyming Books, Early Learning"""
2886,3596,823.92/DON,Primary section,BKS,9781447275961,Macmillan Childrens Books ,30p.,London,"Donaldson, Julia",What the ladybird heard next,Two greedy robbers get a smelly surprise on the farmyard.,,,2015,"""Children's Book, Adventure, Farmyard Setting, Animals, Humor, Robbery Theme, Ladybird Character, Greed, Moral Story, Surprise Element, Animal Protagonist, Juvenile Fiction, Lessons in Crime and Punishment"""
2887,3597,823.92/DON,Primary section,BKS,9781447220145,Macmillan children's books,30p.,London,"Donaldson, Julia",The paper dolls,The breathtakingly beautiful story of one little girl and her five paper dolls.,,,2012,"""Children's Literature"", ""Paper Dolls"", ""Imagination"", ""Storytelling"", ""Creativity"", ""Childhood"", ""Fantasy"", ""Single Character"", ""Feminine Protagonist"""
2888,3598,823/BRI,Primary section,BKS,9780439394529,Scholastic,32p.,New york,"Bridwell, Norman",Clifford's busy week,,,Clifford ,2002,"""Children's Book, Clifford the Big Red Dog, Story Book, Early Learning, Bedtime Story, Animal Characters, Adventure, Friendship, Picture Book, Educational, Fun Activities, Kids Literature"""
2889,3599,823/BRI,Primary section,BKS,9780590442909,Scholastic,32p.,New york,"Bridwell, Norman",Clifford's family,,,Clifford ,1984,"""Children's Books, Family, Storybook, Animals, Dogs, Clifford the Big Red Dog, Friendship, Life Lessons"""
2890,36,500.76/JON,Teachers resources - Higher Secondary section,BKS,9781108742825,Cambridge university press,337p.,Cambridge,"Jones, Mary",Cambridge lower secondary science : learners book 8,,,,2021,"""Education, Science, Secondary School, Cambridge Education, Learning Material, Science Curriculum, Student Guide, Lower Secondary Education, Cambridge Lower Secondary Science, Textbook"""
2891,360,823.914/HUN,Primary section,BKS,9780670886364,Penguin group,30p.,London,"Hunter, Sally",Humphrey's corner,"Humphrey is a small and loveable elephant. In this story he is trying to find the perfect place to play. Once he has got his favourite toy, Mop, and his bedtime blanket, Mooey, he is ready to set off.",,,1999,"""Children's Literature"", ""Elephant Character"", ""Adventure"", ""Toys"", ""Bedtime Story"", ""Animal Protagonist"", ""Friendship"", ""Imagination"", ""Picture Book"""
2892,3600,823/BRI,Primary section,BKS,078073003501,Scholastic,32p.,New york,"Bridwell, Norman",Clifford: the big red dog,,,Clifford ,1963,"""Children's Literature, Animal Characters, Dogs, Adventure, Friendship, Clifford the Big Red Dog, Illustrated Books, Scholastic Books"""
2893,3601,891.4437/NAR,Reference section,BKS,9780140240511,Penguin Books,216p.,London,"Nāsarina, Tasalimā",Lajja:shame,"The book talks about the situation on the ground of how the Bengali Hindus faced atrocities as a response to the agitation of the Muslims in Bangladesh over the incident in back in India. The story revolves around the Duttas, who have lived in Bangladesh",,,1993,"""Bangladesh, Hindu-Muslim Relations, Religious Discrimination, Bengali Culture, Social Agitation, Historical Fiction, Atrocities, Interfaith conflict, Social Injustice"""
2894,3602,158.1/SCH,Reference section,BKS,9781416511557,Pocket Books,348p.,London,"Schwartz, David ",The magic of thinking big ,"The Magic of Thinking Big contains the secrets to getting the most out of your job, your marriage and your family life. The book illustrates how you don't need to be incredibly intelligent or unique to have the success you want, you simply need to think in a way that cultivates success.",,,1979,"""Self-Help, Personal Development, Success, Positive Thinking, Professional Success, Personal Success, Relationships, Work-Life Balance, Intelligence, Family Life, Motivational, Inspirational"""
2895,3603,158/COV,Reference section,BKS,9781416502494,Simon & Schuster,352p.,Great Britain,"Covey, Stephen R.",The 7 habits of highly effective people,"Through this book author reveals a step by step framework for living and working based on fundamental principals or natural laws, giving us the security to adapt to change, and the wisdom and power to take advantage of opportunities that change creates.",,,1989,"""Self-Improvement, Personal Development, Management Skills, Leadership, Habit Formation, Productivity, Success Principles, Career Growth, Motivation, Transformation, Life Coaching, Business and Investing, Professional Development, Self-Help, Psychological Wellness"""
2896,3604,813.54/LAH,Reference section,BKS,9788184000603,Random House,333p.,Noida,"Lahiri, Jhumpa",Unaccustomed earth,"In the stunning title story, Ruma, a young mother in a new city, is visited by her father, who carefully tends the earth of her garden, where he and his grandson form a special bond. But he's harboring a secret from his daughter, a love affair he's keeping all to himself.",,,2018,"""Family Drama"", ""Secrets"", ""Love Affair"", ""Father-Daughter Relationship"", ""Grandfather-Grandson Relationship"", ""Gardening"", ""New City"", ""Motherhood"", ""Bonding"", ""Secret Love Affair"""
2897,3605,428.6/SCH,Primary section,BKS,9780545257572,Scholastic,8p.,New York,"Schecter, Deborah ",Birthday surprise ,Reading book for young readers,,First little reader ,2010,"""Children's Books, Birthday Stories, Young Readers, Reading Book, Beginner Books, Learning to Read, Kids' Fiction, Celebration Stories, Birthday Surprise, Early Education"""
2898,3606,428.6/SCH,Primary section,BKS,9780545260091,Scholastic,8p.,New York,"Schecter, Deborah ",Where is Petey,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Learning, Beginner Readers, Adventure, Animal Story, Pet Story, Educational, Book for Kids, Reading Skills Development"""
2899,3607,428.6/SCH,Primary section,BKS,9780545256926,Scholastic,8p.,New York,"Schecter, Deborah ",What is red?,Reading book for young readers,,First little reader ,2010,"""Children's Books, Learning Colors, Educational, Early Reading, Young Readers, Basic Concepts, Preschool Books, Picture Books, Bedtime Reading, Language Development"""
2900,3608,428.6/SCH,Primary section,BKS,9780545256780,Scholastic,8p.,New York,"Schecter, Deborah ",Hurry up! hurry up!,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Learning, Beginner Readers, Educational, Storytime, Reading Skills Development, Young Readers, Picture Books, Kids' Learning Activity Books"""
2901,3609,428.6/SCH,Primary section,BKS,9780545256773,Scholastic,8p.,New York,"Schecter, Deborah ",Class pets,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Reading, Education, Pets, Animal Stories, School Life, Learning To Read, Picture Books, Beginner Readers, Kid's Fiction"""
2902,361,823.087/LON,Primary section,BKS,9780874495089,Modern Promotions,61p.,New york,"Long, Jack",The case of the missing lettuce,,,Whodunits?,1989,"""Mystery, Investigation, Vegetables, Agriculture, Humor, Crime, Detective, Case Story, Farm-related Mystery, Lettuce, Whimsical Tale"""
2903,3610,428.6/SCH,Primary section,BKS,9780545256896,Scholastic,8p.,New York,"Schecter, Deborah ",I like stripes,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Reading, Learning to Read, Beginner Books, Picture Books, Educational, Young Readers, Reading Development, Learning Tools, Pattern Recognition, Stripes"""
2904,3611,428.6/SCH,Primary section,BKS,9780545256889,Scholastic,8p.,New York,"Schecter, Deborah ",When night comes,Reading book for young readers,,First little reader ,2010,"""Young Readers, Night, Bedtime Story, Children's Book, Reading, Literature, Fiction"""
2905,3612,428.6/SCH,Primary section,BKS,9780545257039,Scholastic,8p.,New York,"Schecter, Deborah ",What is for supper?,Reading book for young readers,,First little reader ,2010,"""Children's Books, Reading for Kids, Early Reading, Young Readers, Food-Themed, Mealtime Stories, Educational, Literacy"""
2906,3613,428.6/SCH,Primary section,BKS,9780545257022,Scholastic,8p.,New York,"Schecter, Deborah ",Fun at the playground,Reading book for young readers,,First little reader ,2010,"""Children's Books"", ""Beginning Readers"", ""Education"", ""Leisure"", ""Playground Stories"", ""Fun and Adventure"", ""Learning to Read"", ""Early Reading"", ""Young Readers"", ""Children's Literature"", ""Interactive Learning"", ""Playtime Advetnures"", ""Elementary School Level"""
2907,3614,428.6/SCH,Primary section,BKS,9780545257589,Scholastic,8p.,New York,"Schecter, Deborah ",Cold Rose,Reading book for young readers,,First little reader ,2010,"""Children's Books, Young Readers, Reading Book, Educational, Learn to Read"""
2908,3615,428.6/SCH,Primary section,BKS,9780545256940,Scholastic,8p.,New York,"Schecter, Deborah ","Hats, hats, hats",Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Learning, Beginner Readers, Fashion, Hats, Reading Skills Development, Educational, Picture Books, Clothing Theme, Literacy"""
2909,3616,428.6/SCH,Primary section,BKS,9780545256797,Scholastic,8p.,New York,"Schecter, Deborah ",Almost spring,Reading book for young readers,,First little reader ,2010,"""Young Readers, Seasonal, Spring, Youth Literature, Children's Books, Educational, Reading Material"""
2910,3617,428.6/SCH,Primary section,BKS,9780545256971,Scholastic,8p.,New York,"Schecter, Deborah ",Bubbles! ,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Readers, Learning to Read, Fun Reading, Educational, Kids Adventure, Picture Books"""
2911,3618,428.6/SCH,Primary section,BKS,9780545257008,Scholastic,8p.,New York,"Schecter, Deborah ",Look what I found,Reading book for young readers,,First little reader ,2010,"""Children's Books, Learning to Read, Early Readers, Reading Skills Development, Young Readers, Kids Literature, Educational, Beginning Reader, Picture Books"""
2912,3619,428.6/SCH,Primary section,BKS,9780545256957,Scholastic,8p.,New York,"Schecter, Deborah ",Hide and seek,Reading book for young readers,,First little reader ,2010,"""Children's Books, Young Readers, Educational, Literacy, Reading Skills, Fun Reading, Youth Fiction, Beginner Books, Learning to Read, Reading Practice, Kid's Story, Adventure, Hide and Seek"""
2913,362,823.92/WIL,Primary section,BKS,9789831914359,Kohwai and young,16p.,Kuala lumpur,"Williams, Bob",The rich miser and his gold bear : and other stories,This includes 3 short stories in this book,,3-in-1 Fables,2009,"""Short Stories, Wealth, Miserliness, Bears, Gold, Greed, Fiction, Morality Tales, Animal Characters, Wealth and Greed, Riches, Story Collection"""
2914,3620,428.6/SCH,Primary section,BKS,9780545257046,Scholastic,8p.,New York,"Schecter, Deborah ",I like school,Reading book for young readers,,First little reader ,2010,"""Children's Books, Early Learning, Educational, School-Based Stories, Beginning Readers, Literacy, Reading Fundamentals, Youth Literacy, Youth Education, School Life, Personal Development, Personal Growth for Kids"""
2915,3621,428.6/BAX,Primary section,BKS,9780857239167,Hermes House,96p.,Leicestershire,"Baxter, Nicola",First 1000 words,Word book for young readers,,Teddy bear's fun to learn,2012,"""Early Learning"", ""Vocabulary Development"", ""Word Recognition"", ""Children's Books"", ""Language Skills"", ""Education"", ""Reading Material for Kids"", ""Early Readers"", ""Teaching Resources"", ""Language Learning"""
2916,3622,590/MYG,Higher Secondary section,BKS,9789461515520,Yoyo books,72p.,Belgium ,,My giant book of  animal,"This book teach children all about mountain and forest animals, wild animals. ",,,,"""Children's Books, Educational, Animals, Forest Animals, Wild Animals, Mountain Animals, Wildlife, Nature"""
2917,3623,302.09/REA,Reference section,BKS,9780276423208,Reader's digest,320p.,London,,The origins of everything,This book reveals the extraordinary secrets behind the origin of everything.,,Reader's digest,1998,"""Origins"", ""Secrets"", ""History"", ""Universe"", ""Beginnings"", ""Scientific Theory"", ""Mysteries"", ""Knowledge Discovery"", ""Exploration"", ""Educational"", ""Research"""
2918,3624,590.6/PAR,Secondary section,BKS,9781842366141,Miles Kelly,96p.,Essex,"Parker, Steve",First fun animal encyclopedia,,,,2005,"""Children's Books, Educational Books, Animal Encyclopedia, Fun Learning, Wildlife, Reference Book, Nature, Non-Fiction, Zoology, Encyclopedias for Kids"""
2919,3625,823/SAT,Primary section,BKS,9781582347448,Bloomsbury Children Books,30p.,New York,"Satrapi, Marjane",Monsters are afraid of the moon,"When Marie brings the moon into her bedroom, it scares away monsters who have tormented her but also causes problems which only the village cat can help. ",,,2006,"""Children's Books, Moon, Fear, Monsters, Problem-Solving, Friendship, Fantasy, Adventure, Animals-Cats, Courage, Imagination"""
2920,3626,823.92/MIN,Primary section,BKS,,Parragon Books,188p.,Bath,,5 minute treasury,Collection of 8 stories perfect for bedtime. ,,Paw patrol,2017,"""Children's Books, Bedtime Stories, Short Stories, 5 Minute Stories, Story Collections, Reading Time, Kids Literature, Educational, Family Reading Time"""
2921,3627,823.912/MOF,Primary section,BKS,9780789453464,Dorling Kindersley,48p.,New York,,P. B. favorite bedtime stories,P.B. Bears bedtime stories.,,,2000,"""Children's Books, Bedtime Stories, Story Collection, P.B. Bear, Animal Characters, Fiction, Kids Literature, Storybook, Picture Books, Early Learning"""
2922,3628,823.91/CHU,Primary section,BKS,97814454406077,Parragon,29p.,Bath,,Princesses are pretty,"Step inside the world of the little friends and meet three princess with a difference snoozy Susie, Fairer Sarah and Jolly Polly.",,The little friends,2010,"""Children's Books, Princesses, Friendship, Fantasy, Adventure, Bedtime Story, Picture Book, Fun Reading, Character-Driven Story, Princess Susie, Princess Sarah, Princess Polly"""
2923,3629,823.912/KAV,Primary section,BKS,9788189973285,Read worthy Publication,24p.,New Delhi,Kaveri,The invisible man,Original story is written by H. G. Wells.,,Illustrated classics for children,2008,"""H.G. Wells"", ""Invisible Man"", ""Science Fiction"", ""Classic Literature"", ""Invisibility"", ""English Authors"", ""19th Century Literature"""
2924,363,823.92/CLA,Primary section,BKS,9780753415528,Kinghfisher,45p.,London,"Clarke, Jane",No nits!,"The royal family of the Kingdom of Hairia love their hair - it's what they live for. But - shock, horror - the whole kingdom has just had its first bad hair day - there are nits everywhere. No one knows what to do. Can Princess Primrose come up with the idea that will see the lice off once and for all",,I am reading,2006,"""Children's Books, Fantasy, Humor, Royalty, Princess Story, Problem Solving, Hygiene, Personal Care, Hair Care, Lice Prevention, Family, Hair Adveture, Kingdom of Hairia, Princess Primrose, Nits"""
2925,3630,823.912/SHA,Primary section,BKS,,Vedanta vision,18p.,Mumbai,"Shah, Meghaa",Yumjo the greedy monster,"See, what happens? when greedy Yumjo snatches on goody too many.",,,2015,"""Children's Books, Fantasy, Monsters, Morality Stories, Lessons in Greed, Humor, Adventure, Picture Book"""
2926,3631,823.92/KIN,Primary section,BKS,9780723271055,Ladybird books,42p.,London,"King, Enid C.",The little mermaid,"rebellious 16-year-old mermaid Ariel is fascinated with life on land. On one of her visits to the surface, which are forbidden by her controlling father, King Triton, she falls for a human prince. Determined to be with her new love, Ariel makes a dangerous deal with the sea witch Ursula to become human for three days. But when plans go awry for the star-crossed lovers, the king must make the ultimate sacrifice for his daughter.",,Ladybird tales,1964,"""Fantasy, Mermaids, Young Adult, Romance, Adventure, Magic, Forbidden Love, Coming of Age, Family, Sacrifice, Underwater World, Teenage Rebellion, Fairy Tale, Love Triangle, Transformation"""
2927,3632,823.92/LIT,Primary section,BKS,9789460337178,Yoyo books,26p.,Noida,,The little mermaid,"rebellious 16-year-old mermaid Ariel is fascinated with life on land. On one of her visits to the surface, which are forbidden by her controlling father, King Triton, she falls for a human prince. Determined to be with her new love, Ariel makes a dangerous deal with the sea witch Ursula to become human for three days. But when plans go awry for the star-crossed lovers, the king must make the ultimate sacrifice for his daughter.",,My fairy tale library,,"""Fantasy, Mermaids, Young Adult, Romance, Adventure, Family Drama, Underwater World, Coming-of-Age, Forbidden Love, Magic, Supernatural, Parent-Child Relationship, Sacrifice, Transformation, Prince"""
2928,3633,823.92/REY,Primary section,BKS,9780744570502,Walker books,24p.,London,"Rey, Margret",Margret and H.A. Rey's curious George visits a toy shop,"Curious George, an inquisitive monkey, visits the new toy shop opened in a town, bu when he finally gets inside, the owner of the shop thinks George's antics will be bad for business.",,Curious George,2002,"""Children's Books, Animal Main Character, Curious George, Toy Shop, Adventure, Mischief, Humor, Storybook, H.A. Rey, Margret Rey, Monkey Character, Kid's Fiction"""
2929,3634,823.92/BER,Primary section,BKS,9780375842146,Random House,142p.,New York,"Berenstain, Jan",Big book of Berenstain Bears,,,,1995,"""Berenstain Bears"", ""Children's Literature"", ""Picture Books"", ""Family"", ""Moral Lessons"", ""Educational"", ""Animal Characters"", ""Story Collection"""
2930,3635,823.914/AST,Primary section,BKS,9781409313304,Ladybird Books,16p.,UK,"Astley, Neville",Christmas at the north pole,"Ben, Holly and their friends on an exciting visit to north pole, and find out whether they get to meet a certain bearded gentlemen in a red suit.",,Ben and Holly's little kingdom,2008,"""Children's Books"", ""Christmas"", ""Adventure"", ""North Pole"", ""Holiday Spirit"", ""Friendship"", ""Santa Claus"""
2931,3636,823.92/CHI,Primary section,BKS,9780141500652,Penguin Group,30p.,London,"Child, Lauren",My wobbly tooth must not ever never fall out,"Charlie's little sister Lola has her first wobbly tooth, she doesn't ever never wants her tooth to fall down.",,Charlie and Lola,2006,"""Children's Books, Growing Up & Facts of Life, Tooth Fairy, Dental Health, Siblings, Family Relationships, First Experiences, Emotional Foundations, Picture Books, Early Learning, Fiction"""
2932,3637,823.92/CHI,Primary section,BKS,9780141382111,Penguin Group,30p.,London,"Child, Lauren",But excuse me that is my book,"Charlie's little sister Lola loves books, she does not wants to give it.",,Charlie and Lola,2005,"""Children's Literature, Lola Character, Family, Sibling Dynamics, Book Love, Possessiveness, Emotions, Lessons, Picture Book, Self-Realization, Formulative Years, Juvenile Fiction"""
2933,3638,428.6/PIK,Primary section,BKS,9789350493342,Shree Book Centre,24p.,",","Pike, Katy",Slippery slugs,Easy to read book for young readers.,,Funny photo phonics,,"""Children's Books, Young Readers, Easy to Read, Nature, Bugs and Insects, Educational, Animal Story"""
